period,county,Total Dewormed,Acute Malnutrition,stunted 6-23 months,stunted 0-<6 months,stunted 24-59 months,diarrhoea cases,Underweight 0-<6 months,Underweight 6-23 months,Underweight 24-59 Months
Oct-21,Homa Bay County,2747,1,102,88,6,1695,102,202,45
Oct-21,Isiolo County,986,29,10,14,4,891,24,88,138
Oct-21,Kajiado County,4826,65,155,83,21,3336,136,308,91
Oct-21,Kakamega County,8519,2,171,402,65,2786,232,489,162
Oct-21,Kericho County,1802,,152,48,10,1617,120,261,40
Oct-21,Kiambu County,5956,6,411,385,96,5267,616,962,142
Oct-21,Kilifi County,6982,2,1024,388,238,6704,456,1525,447
Oct-21,Kirinyaga County,1583,1,182,94,7,1503,232,456,54
Oct-21,Vihiga County,3100,49,118,53,23,593,90,209,53
Oct-21,Uasin Gishu County,4808,,261,212,73,3338,354,478,85
Oct-21,Turkana County,14275,268,278,79,323,5671,255,1525,1808
Oct-21,Trans Nzoia County,1756,1,94,122,20,944,221,328,129
Oct-21,Tharaka Nithi County,2429,11,174,82,55,812,172,327,81
Oct-21,Tana River County,1495,199,138,14,48,1696,40,417,297
Oct-21,Taita Taveta County,6954,,167,90,60,886,187,466,124
Oct-21,Siaya County,5900,,22,10,7,1506,44,161,20
Oct-21,Samburu County,2320,1,42,37,26,2049,43,297,237
Oct-21,Nyeri County,3292,15,298,104,26,1146,215,470,71
Oct-21,Nyandarua County,2088,,93,96,13,718,163,207,44
Oct-21,Nyamira County,1550,,72,40,1,909,52,106,12
Oct-21,Narok County,5719,22,58,92,36,2061,112,245,38
Oct-21,Nandi County,4406,,97,168,57,1323,157,293,50
Oct-21,Nakuru County,14033,164,1591,403,107,4986,929,1123,128
Oct-21,Nairobi County,27753,246,1319,2387,168,10232,1272,2970,487
Oct-21,Muranga County,4483,3,435,248,54,1460,367,700,94
Oct-21,Mombasa County,3752,45,287,163,58,3433,302,882,150
Oct-21,Migori County,7158,13,115,199,64,2655,149,311,35
Oct-21,Meru County,4639,26,208,119,46,1819,280,3023,80
Oct-21,Marsabit County,2714,24,285,51,293,1471,55,590,809
Oct-21,Mandera County,3512,196,119,74,152,4503,317,560,766
Oct-21,Makueni County,7283,21,271,91,87,2122,132,414,126
Oct-21,Machakos County,5108,6,17,34,60,3322,393,703,139
Oct-21,Lamu County,274,,17,2,1,778,18,40,43
Oct-21,Laikipia County,2322,42,251,226,29,1415,428,818,45
Oct-21,Kwale County,7983,53,519,186,282,2512,297,679,385
Oct-21,Kitui County,5620,22,329,147,170,1906,225,488,294
Oct-21,Kisumu County,5268,108,117,82,76,2362,242,396,130
Oct-21,Kisii County,3021,,141,84,8,2235,124,219,15
Oct-21,Wajir County,5922,551,149,13,310,2443,260,573,772
Oct-21,West Pokot County,2616,23,46,4,4,2235,31,123,23
Nov-21,Baringo County,31867,2,115,78,84,2622,119,223,112
Nov-21,Bomet County,4106,,,,,3002,129,134,22
Nov-21,Bungoma County,8969,,102,34,23,2382,215,247,124
Nov-21,Busia County,4356,2,208,157,28,1841,200,620,76
Nov-21,Elgeyo Marakwet County,26402,,85,70,9,2100,84,112,11
Nov-21,Embu County,37526,26,213,45,57,967,99,488,90
Nov-21,Garissa County,37512,202,16,4,63,2468,56,930,722
Nov-21,Homa Bay County,3143,4,96,85,23,1862,108,185,51
Nov-21,Isiolo County,28117,12,34,15,55,1151,27,97,126
Nov-21,Kajiado County,5341,39,188,154,16,3514,179,411,60
Nov-21,Kakamega County,9337,39,499,421,32,3582,383,915,128
Nov-21,Kericho County,1437,,18,43,13,2344,120,377,28
Nov-21,Kiambu County,7881,94,565,380,32,5961,815,1087,148
Nov-21,Kilifi County,35623,9,1153,274,280,8185,474,1750,483
Nov-21,Kirinyaga County,28429,2,170,82,85,1783,201,407,200
Nov-21,Vihiga County,2815,34,302,50,62,781,86,286,78
Nov-21,Uasin Gishu County,86925,,197,113,19,3931,258,797,59
Nov-21,Turkana County,21615,92,500,267,247,4966,235,1329,1649
Nov-21,Trans Nzoia County,1670,1,170,168,29,1232,254,458,74
Nov-21,Tharaka Nithi County,7277,24,163,100,25,1355,159,392,46
Nov-21,Tana River County,2099,183,25,7,30,2109,57,460,202
Nov-21,Taita Taveta County,31186,,194,91,72,832,358,487,156
Nov-21,Siaya County,99413,2,40,20,44,3098,94,153,46
Nov-21,Samburu County,22688,4,21,7,16,2439,60,333,248
Nov-21,Nyeri County,3268,14,282,162,38,1639,252,499,55
Nov-21,Nyandarua County,7034,,122,90,11,1075,183,248,59
Nov-21,Nyamira County,4418,,71,66,4,883,58,80,5
Nov-21,Narok County,4059,9,85,143,18,2319,93,165,43
Nov-21,Nandi County,19376,,88,89,39,1583,111,220,93
Nov-21,Nakuru County,32999,78,672,306,107,6121,581,1494,224
Nov-21,Nairobi County,92004,271,1505,650,171,11714,1107,3427,420
Nov-21,Muranga County,26905,21,550,281,77,1733,418,1211,138
Nov-21,Mombasa County,3751,235,524,108,24,4103,294,1042,140
Nov-21,Migori County,7162,44,63,41,23,2988,87,209,145
Nov-21,Meru County,4952,18,180,119,30,2113,280,346,50
Nov-21,Marsabit County,28369,181,197,87,288,1560,92,501,823
Nov-21,Mandera County,3909,133,62,55,57,4946,236,517,624
Nov-21,Makueni County,23924,28,238,84,102,2399,146,517,193
Nov-21,Machakos County,14536,137,11,14,137,3353,338,789,176
Nov-21,Lamu County,221,,12,10,2,766,23,57,16
Nov-21,Laikipia County,2228,34,215,236,26,1692,383,505,189
Nov-21,Kwale County,77225,42,418,126,355,3551,197,997,439
Nov-21,Kitui County,6811,5,266,109,143,2413,198,569,298
Nov-21,Kisumu County,4775,38,85,69,55,2684,194,493,142
Nov-21,Kisii County,2650,,12,32,29,2235,94,76,30
Nov-21,Wajir County,6467,683,17,6,244,2435,60,519,807
Nov-21,West Pokot County,12811,13,276,17,95,2192,77,169,81
Dec-21,Baringo County,6114,7,111,136,25,2159,37,378,39
Dec-21,Bomet County,3218,,,3,3,3125,85,106,17
Dec-21,Bungoma County,145466,,47,41,48,2949,172,253,272
Dec-21,Busia County,5232,,255,78,30,1638,321,438,79
Dec-21,Elgeyo Marakwet County,2352,,91,54,20,1671,53,212,26
Dec-21,Embu County,3091,32,441,94,31,806,157,495,55
Dec-21,Garissa County,7210,144,23,2,82,3549,52,593,533
Dec-21,Homa Bay County,3896,4,94,52,30,1653,111,160,36
Dec-21,Isiolo County,720,36,67,30,59,1457,25,207,118
Dec-21,Kajiado County,4114,57,97,82,54,2951,124,314,40
Dec-21,Kakamega County,90411,22,161,120,28,2735,161,426,120
Dec-21,Kericho County,1930,,78,26,56,2603,126,165,33
Dec-21,Kiambu County,56120,61,645,326,41,5228,709,1038,121
Dec-21,Kilifi County,130939,11,1037,250,186,7205,314,1640,390
Dec-21,Kirinyaga County,2171,,128,156,1,1567,148,485,37
Dec-21,Vihiga County,3054,9,153,45,25,749,88,263,72
Dec-21,Uasin Gishu County,33503,,341,78,34,4068,176,379,38
Dec-21,Turkana County,8535,233,642,76,98,4449,227,1113,1239
Dec-21,Trans Nzoia County,148729,2,125,74,33,1279,137,287,53
Dec-21,Tharaka Nithi County,14096,11,165,107,20,1091,142,320,28
Dec-21,Tana River County,1981,172,52,12,25,1902,38,413,158
Dec-21,Taita Taveta County,1070,,137,72,43,708,145,361,172
Dec-21,Siaya County,4509,2,31,18,8,1504,60,145,13
Dec-21,Samburu County,1017,,13,5,24,1823,21,251,212
Dec-21,Nyeri County,3544,8,318,134,15,1496,231,433,31
Dec-21,Nyandarua County,18199,,103,65,7,1018,155,221,33
Dec-21,Nyamira County,9229,,97,63,1,841,70,81,7
Dec-21,Narok County,108806,7,66,36,11,2429,87,129,29
Dec-21,Nandi County,4103,,97,74,22,1478,77,163,31
Dec-21,Nakuru County,80271,166,491,409,92,6446,586,1066,109
Dec-21,Nairobi County,47563,177,1823,2178,554,8801,1006,2593,485
Dec-21,Muranga County,5935,23,355,236,51,1942,403,734,111
Dec-21,Mombasa County,3016,194,244,72,26,3445,180,789,110
Dec-21,Migori County,28755,21,310,151,33,2500,97,236,47
Dec-21,Meru County,31222,34,119,100,31,2045,216,380,48
Dec-21,Marsabit County,2775,47,139,17,449,1734,76,381,955
Dec-21,Mandera County,3817,150,59,49,68,5944,226,415,574
Dec-21,Makueni County,17724,6,203,104,95,1994,153,441,128
Dec-21,Machakos County,33801,70,7,28,58,3286,361,674,167
Dec-21,Lamu County,171,,3,7,1,876,21,44,4
Dec-21,Laikipia County,23427,30,220,166,47,1554,297,324,57
Dec-21,Kwale County,7193,29,372,124,276,3651,230,908,553
Dec-21,Kitui County,29802,1,226,119,115,2214,182,744,245
Dec-21,Kisumu County,5431,26,101,60,72,3494,190,440,106
Dec-21,Kisii County,2040,,40,42,7,2471,71,97,41
Dec-21,Wajir County,13522,432,66,1,206,3922,83,484,656
Dec-21,West Pokot County,6970,22,5,57,12,2477,38,87,28
